MONTH_NAME,STATE,REGION,SEASON,EVENT_TYPE,INJURIES_TOTAL,DEATHS_TOTAL,DAMAGE_TOTAL_USD,plot_lat,plot_lon
March,GEORGIA,Southeast,Spring,Thunderstorm Wind,0,0,1000.0,33.4757,-85.238
March,MICHIGAN,Upper Midwest,Spring,Tornado,0,0,100000.0,41.79,-86.1
March,MINNESOTA,Upper Midwest,Spring,High Wind,0,0,0.0,46.3943,-94.6043
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.23,-103.79
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.51,-102.99
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.21,-103.79
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.23,-103.79
February,SOUTH DAKOTA,Northern Rockies and Plains,Winter,High Wind,0,0,0.0,44.3365,-99.7238
May,KANSAS,South,Spring,Hail,0,0,0.0,37.81,-100.41
May,KANSAS,South,Spring,Tornado,0,0,0.0,37.89,-99.37
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,10000.0,33.881,-89.129
March,TENNESSEE,Ohio Valley,Spring,Tornado,0,0,10000.0,35.0966,-89.0021
March,TENNESSEE,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,35.068,-89.033
March,MISSISSIPPI,South,Spring,Tornado,0,0,10000.0,33.9719,-88.5998
March,TENNESSEE,Ohio Valley,Spring,Hail,0,0,0.0,36.0945,-88.82
March,ARKANSAS,South,Spring,Tornado,0,0,50000.0,35.9601,-90.6996
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.75
March,IOWA,Upper Midwest,Spring,High Wind,0,0,0.0,41.9358,-93.3714
March,ARKANSAS,South,Spring,Hail,0,0,0.0,35.65,-90.97
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,36.09,-90.15
March,MISSOURI,Ohio Valley,Spring,Hail,0,0,0.0,36.3,-89.83
March,MISSOURI,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,36.09,-90.15
March,TENNESSEE,Ohio Valley,Spring,Hail,0,0,0.0,35.19,-88.24
March,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,25000.0,40.54,-79.09
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.07,-103.61
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.26,-103.67
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.26,-103.65
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.04,-103.48
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.02,-103.48
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.01,-103.48
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.56
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.76,-103.42
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.76,-103.39
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.31
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,40.8941,-80.5753
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.79,-103.48
May,KANSAS,South,Spring,Tornado,0,0,0.0,37.5,-99.33
May,KANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,38.45,-99.76
May,KANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,38.08,-99.9
May,KANSAS,South,Spring,Thunderstorm Wind,0,0,0.0,37.61,-98.73
March,IOWA,Upper Midwest,Spring,High Wind,0,0,0.0,41.9358,-93.3714
March,IOWA,Upper Midwest,Spring,High Wind,0,0,0.0,41.9358,-93.3714
May,KANSAS,South,Spring,Hail,0,0,0.0,37.52,-101.89
March,TENNESSEE,Ohio Valley,Spring,Hail,0,0,0.0,35.6,-89.26
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,5000.0,35.6767,-86.456
March,TENNESSEE,Ohio Valley,Spring,Strong Wind,0,0,15000.0,35.6767,-86.456
March,MISSISSIPPI,South,Spring,Hail,0,0,0.0,34.12,-89.62
March,MISSISSIPPI,South,Spring,Hail,0,0,0.0,34.29,-89.51
March,MISSISSIPPI,South,Spring,Hail,0,0,0.0,34.12,-88.71
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,20000.0,33.9811,-88.4645
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,10000.0,34.04,-88.51
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,10000.0,33.9,-89
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,5000.0,33.97,-88.61
March,MISSISSIPPI,South,Spring,Thunderstorm Wind,0,0,0.0,34.68,-90.35
March,IOWA,Upper Midwest,Spring,High Wind,0,0,0.0,41.9358,-93.3714
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.21,-103.79
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.22,-103.77
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.17,-103.79
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.17,-103.83
March,PENNSYLVANIA,Northeast,Spring,Thunderstorm Wind,0,0,5000.0,40.03,-79.71
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.17,-103.76
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.11,-103.72
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.17,-103.75
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.13,-103.7
March,IOWA,Upper Midwest,Spring,High Wind,0,0,0.0,41.9358,-93.3714
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.71,-103.87
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.02,-103.52
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.02,-103.48
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.02,-103.48
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,3000.0,38.4483,-77.376
March,MINNESOTA,Upper Midwest,Spring,Hail,0,0,0.0,44.3,-92.67
March,IOWA,Upper Midwest,Spring,Thunderstorm Wind,0,0,0.0,42.42,-95.38
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.91,-77.75
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,20000.0,40.52,-81.01
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,40.62,-80.83
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,40.78,-80.77
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,40.69,-81.18
March,OHIO,Ohio Valley,Spring,Thunderstorm Wind,0,0,10000.0,40.5457,-81.0361
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.3697,-79.0069
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.7471,-77.0659
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,38.9345,-76.9155
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,5000.0,38.8851,-76.9157
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,0.0,38.8214,-76.8654
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,3000.0,38.4951,-76.6224
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,38.502,-76.574
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,38.4493,-76.5612
June,ATLANTIC NORTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,39.3,-76.38
June,ATLANTIC NORTH,Water,Summer,Marine Hail,0,0,0.0,39.2559,-76.507
June,ATLANTIC NORTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,39.16,-76.47
June,ATLANTIC NORTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,39.22,-76.53
June,ATLANTIC NORTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,39.15,-76.5
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,38.3722,-78.8989
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,39.2193,-77.7446
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,50000.0,38.3384,-79.1439
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,39.2719,-77.6067
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,38.8822,-76.8441
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,0.0,38.8214,-76.8654
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,38.528,-76.6521
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,30000.0,38.512,-76.6319
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,38.3412,-78.5292
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.3178,-78.5268
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.2634,-78.457
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.2951,-78.1971
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.0622,-78.9656
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.0621,-78.9698
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,5000.0,38.8783,-77.9083
June,ATLANTIC NORTH,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,38.57,-76.07
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.6314,-78.2245
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.6233,-78.2361
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,4000.0,39.5846,-78.201
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,39.7159,-76.9698
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,39.6543,-76.8087
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.3094,-78.8621
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,1000.0,39.3147,-78.8689
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.2315,-78.8426
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,6000.0,39.4813,-76.6439
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,5000.0,38.9834,-78.4052
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.7927,-77.7709
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,1000.0,39.5483,-77.9199
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,2000.0,39.5249,-77.9155
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,1000.0,39.5571,-77.8934
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.7326,-77.9214
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.6738,-78.7699
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,10000.0,39.6369,-79.4644
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,0.0,38.9348,-77.4473
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,38.4658,-78.8793
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,39.1179,-76.5065
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,10000.0,39.0889,-76.5593
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.4539,-78.8779
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.4393,-78.8765
June,WEST VIRGINIA,Ohio Valley,Summer,Thunderstorm Wind,0,0,1000.0,39.4253,-78.026
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,38.6166,-78.7724
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.5182,-78.8386
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,10000.0,39.6378,-79.4529
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,39.0617,-76.5364
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,39.0688,-76.5442
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,2000.0,38.3897,-78.9458
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,39.0489,-76.5201
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.3999,-78.8729
June,VIRGINIA,Southeast,Summer,Thunderstorm Wind,0,0,1000.0,38.3991,-78.8522
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,2000.0,39.1047,-76.4756
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,10000.0,38.6158,-76.6133
June,MARYLAND,Northeast,Summer,Thunderstorm Wind,0,0,1000.0,38.4624,-76.987
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,43.21,-77.42
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.93,-77.47
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.97,-77.38
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,10000.0,42.81,-78.17
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,43.21,-77.57
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.95,-77.59
February,CALIFORNIA,West,Winter,High Wind,0,0,0.0,36.5341,-119.773
February,CALIFORNIA,West,Winter,High Wind,0,0,0.0,36.5341,-119.773
May,PUERTO RICO,Territory,Spring,Thunderstorm Wind,0,0,15000.0,18.39,-66.39
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.98,-77.38
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.93,-77.27
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.92,-77.3
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.97,-77.22
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,1000.0,42.95,-77.13
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.96,-77.14
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.86,-77.85
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.98,-77.1
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.96,-77.13
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.96,-77.22
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.98,-77.18
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.91,-77.75
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.91,-77.61
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.85,-78.01
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.98,-77.1
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,10000.0,42.84,-78.29
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,2000.0,42.85,-78.01
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.94,-103.7
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.87,-103.63
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.89,-103.63
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.53
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.53
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.77,-103.42
May,ALABAMA,Southeast,Spring,Funnel Cloud,0,0,0.0,34.6147,-86.7919
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.36,-103.87
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.35,-103.96
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.31,-103.84
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,10000.0,42.88,-77.94
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,10000.0,42.91,-77.88
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.66,-78.54
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,10000.0,42.91,-77.75
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.7799,-78.2089
April,NEW YORK,Northeast,Spring,Hail,0,0,0.0,42.74,-78.42
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,500.0,42.91,-77.42
April,NEW YORK,Northeast,Spring,Thunderstorm Wind,0,0,0.0,42.9784,-77.1132
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.26,-103.85
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.05,-105.08
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.28,-103.83
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.27,-103.72
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.35,-104.46
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.26,-103.85
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.06,-105.17
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.07,-103.83
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.07,-103.83
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.07,-103.83
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.18,-103.22
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.16,-103.23
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.17,-103.23
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.64,-103.71
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.61,-103.57
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.06,-105.16
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.87,-105.23
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.03,-105.08
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.63,-105.34
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.52,-105.32
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.5,-105.29
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.42,-103.24
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.29,-103.19
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,39.27,-103.67
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.73,-104.77
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.58,-105.46
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,36.78,-104.48
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,33.92,-103.36
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.61,-103.73
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.63,-103.29
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.63,-103.21
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.62,-103.2
June,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.62,-103.17
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.67,-104.82
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.22,-104.82
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.39,-103.99
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.25,-103.8
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.97,-103.38
June,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,39.99,-103.59
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.26,-103.49
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.2,-103.23
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.12,-104.96
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.12,-104.96
June,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.15,-103.14
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,34.42,-103.07
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.07,-103.83
June,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.32,-105.28
June,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,39.14,-103.47
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.09,-104.37
August,COLORADO,Southwest,Summer,High Wind,0,0,0.0,38.6777,-105.513
August,COLORADO,Southwest,Summer,High Wind,0,0,0.0,38.6777,-105.513
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,39.66,-104.56
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,39.27,-103.67
August,COLORADO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,40.17,-103.22
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.41,-105.49
September,GEORGIA,Southeast,Fall,Hail,0,0,0.0,34.09,-84.58
September,GEORGIA,Southeast,Fall,Hail,0,0,0.0,34.07,-84.6
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.92,-105.4
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,39.54,-105.34
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.85,-103.7
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.84,-103.86
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,38.64,-103.76
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.28,-104.21
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.34,-104.11
August,COLORADO,Southwest,Summer,Hail,0,0,0.0,40.06,-105.17
May,COLORADO,Southwest,Spring,Hail,0,0,0.0,40.95,-103.77
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,35.05,-106.6
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,35.52,-108.8
May,COLORADO,Southwest,Spring,Strong Wind,0,0,0.0,38.6777,-105.513
June,NEW MEXICO,Southwest,Summer,Thunderstorm Wind,0,0,0.0,35.65,-105.13
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.3898,-83.2675
September,PUERTO RICO,Territory,Fall,Thunderstorm Wind,0,0,3000.0,18.43,-67.03
September,PUERTO RICO,Territory,Fall,Funnel Cloud,0,0,0.0,18.47,-67.14
September,PUERTO RICO,Territory,Fall,Funnel Cloud,0,0,0.0,18.33,-66.37
September,PUERTO RICO,Territory,Fall,Thunderstorm Wind,0,0,1500.0,18.4106,-66.0566
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.3,-82.35
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,3000.0,37.4192,-82.4602
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,9000.0,37.1191,-84.0853
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,3000.0,37.4137,-82.4815
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.3105,-83.9437
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,36.9828,-84.6374
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.0557,-84.4916
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.11,-84.07
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.103,-84.0503
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,37.0893,-84.4489
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.4015,-83.2177
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,37.5071,-82.6998
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.4157,-83.2657
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.712,-84.068
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,3000.0,37.7101,-83.8715
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,37.9435,-83.8653
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.9631,-83.801
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,38.0876,-83.8745
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,38.2613,-83.3782
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,38.1805,-83.4362
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,38.1711,-83.3084
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,38.3065,-83.5675
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,38.2726,-83.5909
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,38.3748,-83.5615
August,MICHIGAN,Upper Midwest,Summer,Thunderstorm Wind,0,0,25000.0,44.78,-83.53
August,LAKE HURON,Water,Summer,Waterspout,0,0,0.0,45.97,-83.98
August,LAKE MICHIGAN,Water,Summer,Marine Thunderstorm Wind,0,0,0.0,45.21,-85.55
September,KANSAS,South,Fall,Hail,0,0,0.0,37.49,-99.92
September,KANSAS,South,Fall,Thunderstorm Wind,0,0,0.0,37.49,-99.96
September,KANSAS,South,Fall,Thunderstorm Wind,0,0,0.0,38,-101.75
September,KANSAS,South,Fall,Thunderstorm Wind,0,0,0.0,38,-101.75
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,8000.0,37.58,-83.72
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,56000.0,36.8253,-84.8579
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,3000.0,36.8715,-84.9184
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,1000.0,36.8254,-84.8404
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,0.0,36.9551,-84.8253
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,17000.0,37.5116,-83.9291
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,17000.0,37.8,-82.42
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,12000.0,37.189,-82.8918
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,50000.0,37.6694,-83.887
September,PUERTO RICO,Territory,Fall,Thunderstorm Wind,0,0,5000.0,18.33,-66.47
September,PUERTO RICO,Territory,Fall,Thunderstorm Wind,0,0,5000.0,18.32,-66.47
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,30000.0,37.1313,-84.088
May,KENTUCKY,Ohio Valley,Spring,Thunderstorm Wind,0,0,2000.0,37.0693,-84.0884
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.4101,-83.271
September,AMERICAN SAMOA,Territory,Fall,Strong Wind,0,0,25000.0,-14.2756,-170.702
May,KENTUCKY,Ohio Valley,Spring,Hail,0,0,0.0,37.4794,-83.3232
